partner,course,rating,reviewcount,level,certificatetype,duration,crediteligibility
Universidad de los Andes,"Analítica de datos: visualización, predicción y toma de decisiones",None,None,None,Mastertrack , 4 meses,TRUE
Universidad de los Andes,Introducción a la Inteligencia Artificial,None,None,None,Mastertrack , 4 meses,TRUE
Universidad de Palermo,Administración de Empresas Certificado MasterTrack®,None,None,None,Mastertrack , 4 meses,TRUE
Universidad de los Andes,Principios de ingeniería de software automatizada y ágil Programa de Certificado MasterTrack®,None,None,None,Mastertrack , 4 meses,TRUE
Pontificia Universidad Católica de Chile,Certificado en Gestión de Inversiones,None,None,None,Mastertrack , 6 meses,TRUE
University of Michigan,Sustainability and Development MasterTrack® Certificate,None,None,None,Mastertrack , 4-6 months to complete,TRUE
Pontificia Universidad Católica de Chile,Certificado en Bases de la Salud Pública,None,None,None,Mastertrack , 4 meses,TRUE
Rutgers University,Supply Chain Excellence MasterTrack® Certificate,None,None,None,Mastertrack , 4 months to complete,TRUE
Universidad de los Andes,Metodologías ágiles de desarrollo de software Programa de Certificado MasterTrack®,None,None,None,Mastertrack , 4 meses,TRUE
Pontificia Universidad Católica de Chile,Certificado en Toma de Decisiones Basadas en Datos,None,None,None,Mastertrack , 6 meses,TRUE
Pontificia Universidad Católica de Chile,Certificado en Finanzas Corporativas,None,None,None,Mastertrack , 6 meses,TRUE
Pontificia Universidad Católica de Chile,Certificado en Gestión y Políticas en Salud Pública,None,None,None,Mastertrack , 4 meses,TRUE
University of Illinois at Urbana-Champaign,Instructional Design MasterTrack® Certificate,None,None,None,Mastertrack , 4 months,TRUE
University of Michigan,Construction Engineering and Management MasterTrack® Certificate,None,None,None,Mastertrack , 6-7 months to complete,TRUE
Pontificia Universidad Católica de Chile,Certificado en Introducción a la Ciencia de Datos,None,None,None,Mastertrack , 4 meses,TRUE
University of Michigan,Social Work MasterTrack® Certificate,None,None,None,Mastertrack , 4 months,TRUE
Pontificia Universidad Católica de Chile,Certificado en Modelos Analíticos para la Toma de Decisiones de Negocio,None,None,None,Mastertrack , 6 meses,TRUE
University of Pennsylvania,Master of Computer and Information Technology,None,None,None,Degree , 16 – 60 months,TRUE
Illinois Institute of Technology,Bachelor in Information Technology,None,None,None,Degree , 1 - 4 Years,TRUE
University of London,Master of Science in Cyber Security,None,None,None,Degree , 24 - 60 months,TRUE
Louisiana State University,Master of Science in Construction Management,None,None,None,Degree , 1 - 4 Years,TRUE
Universidad de los Andes,Maestría en Inteligencia Analítica de Datos,None,None,None,Degree , 24 meses,TRUE
Imperial College London,Master of Science in Machine Learning and Data Science,None,None,None,Degree , 24 months,TRUE
S.P. Jain Institute of Management and Research,Post Graduate Diploma in Management Online,None,None,None,Postgraduate Diploma , 6 - 12 Months,FALSE
Pontificia Universidad Católica de Chile,Magíster en Inversiones y Finanzas Aplicadas,None,None,None,Degree , 24 meses.,TRUE
Louisiana State University,Master of Arts in Education - Educational Technology,None,None,None,Degree , 1 - 4 Years,TRUE
University of North Texas,Bachelor of Applied Arts and Sciences,None,None,None,Degree , 15+ hours of study/wk per course,TRUE
University of Michigan,Master of Public Health,None,None,None,Degree , 2 years,TRUE
Universidad de Palermo,Maestría en Dirección de Empresas (MBA),None,None,None,Degree , 24 meses,TRUE
University of London,Bachelor of Science in Business Administration,None,None,None,Degree , 3 – 6 years,TRUE
Northeastern University,MS in Management: Healthcare,None,None,None,Degree , 12 months,TRUE
Dartmouth College,Master of Engineering in Computer Engineering,None,None,None,Degree , 1 - 4 Years,TRUE
University of Illinois at Urbana-Champaign,Master of Science in Management,None,None,None,Degree , 1 year,TRUE
IIT Roorkee,Executive MBA,None,None,None,Degree , 24 to 60 months,TRUE
Louisiana State University,Master of Arts in Education - Higher Education Administration,None,None,None,Degree , 1 - 4 Years,TRUE
University of North Texas,Bachelor of Science in General Business,None,None,None,Degree , 4 years,TRUE
Northeastern University,Master of Science in Information Systems,None,None,None,Degree , 1 - 4 Years,TRUE
University of Illinois at Urbana-Champaign,Master of Computer Science (feat. Data Science Track),None,None,None,Degree , 1 – 3 years,TRUE
University of Colorado Boulder,Master of Science in Data Science,None,None,None,Degree , 2 years,TRUE
Indian Statistical Institute,Postgraduate Diploma in Applied Statistics,None,None,None,Postgraduate Diploma , 6 - 12 Months,FALSE
Louisiana State University,Master of Science in Analytics,None,None,None,Degree , 1 - 4 Years,TRUE
University of Colorado Boulder,Master of Science in Computer Science,None,None,None,Degree , 1 - 4 Years,TRUE
University of Colorado Boulder,Master of Engineering in Engineering Management,None,None,None,Degree , 24 months,TRUE
O.P. Jindal Global University,MBA Business Analytics,None,None,None,Degree , 24 - 36 months,TRUE
West Virginia University,Master of Science in Software Engineering,None,None,None,Degree , 24 months,TRUE
Ball State University,Master of Science in Data Science,None,None,None,Degree , 1 - 4 Years,TRUE
Illinois Institute of Technology,Master of Business Administration,None,None,None,Degree , 1 - 4 Years,TRUE
HEC Paris,Executive MSc & MSc in Innovation and Entrepreneurship,None,None,None,Degree , 18-24 Months,TRUE
Georgetown University,Bachelor of Arts in Liberal Studies,None,None,None,Degree , 2 to 4 years depending on beginning credits and course load,TRUE
BITS Pilani,Bachelor of Science in Computer Science,None,None,None,Degree , 3- 6 years,TRUE
Pontificia Universidad Católica de Chile,Magíster en Ciencia de Datos,None,None,None,Degree , 24 meses,TRUE
University of Leeds,Master of Science in Data Science (Statistics),None,None,None,Degree , 24 months,TRUE
University of Michigan,Master of Applied Data Science,None,None,None,Degree , 1 – 3 years,TRUE
University of London,Bachelor of Science in Computer Science,None,None,None,Degree , 3 – 6 years,TRUE
University of Maryland Global Campus,Bachelor of Science in Cybersecurity Technology,None,None,None,Degree , 1 - 4 Years,TRUE
University of Illinois at Urbana-Champaign,Master of Science in Accounting,None,None,None,Degree , 1.5 – 3 years,TRUE
University of London,Bachelor of Science in Marketing,None,None,None,Degree , 3 – 6 years,TRUE
Ball State University,Master of Science in Computer Science,None,None,None,Degree , 1 - 4 Years,TRUE
Louisiana State University,Master of Science in Civil Engineering,None,None,None,Degree , 1 - 4 Years,TRUE
O.P. Jindal Global University,M.A. Public Policy,None,None,None,Degree , 24 - 36 months,TRUE
University of Colorado Boulder,Master of Science in Electrical Engineering,None,None,None,Degree , 2 years,TRUE
Pontificia Universidad Católica de Chile,Magíster en Business Analytics,None,None,None,Degree , 24 meses,TRUE
Illinois Institute of Technology,Master of Data Science,None,None,None,Degree , 1 - 4 Years,TRUE
IIT Guwahati,Bachelor of Science in Data Science & AI,None,None,None,Degree , 4-8 years,TRUE
University of Illinois at Urbana-Champaign,Master of Business Administration (iMBA),None,None,None,Degree , 2 – 3 years,TRUE
Imperial College London,Postgraduate Certificate of Public Health,None,None,None,Postgraduate Diploma , 6 - 12 Months,FALSE
Imperial College London,Global Master of Public Health,None,None,None,Degree , 2 or 3 years,TRUE
Northeastern University,Master of Science in Data Analytics Engineering,None,None,None,Degree , 1 - 4 Years,TRUE
University of Maryland Global Campus,Bachelor of Science in Cybersecurity Management and Policy,None,None,None,Degree , 1 - 4 Years,TRUE
Louisiana State University,Master of Science in Leadership and Human Resource Development,None,None,None,Degree , 1 - 4 Years,TRUE
"University of California, Berkeley",Master of Advanced Study in Engineering,None,None,None,Degree , 1 - 4 Years,TRUE
O.P. Jindal Global University,"M.A. in International Relations, Security, and Strategy",None,None,None,Degree ,  24 - 36 months,TRUE
Louisiana State University,Flores Master of Business Administration,None,None,None,Degree , 1 - 4 Years,TRUE
Universidad de los Andes,Maestría en Gerencia de la Ingeniería,None,None,None,Degree , 18 a 24 meses,TRUE
University of Illinois,Graduate Certificate in Taxation,None,None,None,Graduate Certificate , 6 - 12 Months,TRUE
IIT Guwahati,Post Graduate Certificate in Digital Manufacturing,None,None,None,University Certificate , 6 - 12 Months,FALSE
University of Illinois,Graduate Certificate in Accounting Data Analytics,None,None,None,Graduate Certificate , 6 - 12 Months,TRUE
University of Colorado Boulder,Engineering Management Graduate Certificate,None,None,None,Graduate Certificate , 6 - 12 Months,TRUE
 IIT Guwahati,Post Graduate Certificate in Deep Learning for Computer Vision & Extended Reality (XR),None,None,None,University Certificate , 6 - 12 Months,FALSE
IIT Roorkee,Post Graduate Certificate in Data Science & Machine Learning,None,None,None,University Certificate , 6 - 12 Months,FALSE
Indian School of Business,Certificate in Strategic Leadership,None,None,None,University Certificate , 6 - 12 Months,FALSE
Dartmouth College,Digital Transformation Certificate,None,None,None,University Certificate , 6 - 12 Months,FALSE
HEC Paris,Leading Innovation With Creativity University Certificate,None,None,None,University Certificate , 6 - 12 Months,FALSE
University of Illinois,CPA Pathways Graduate Certificate,None,None,None,Graduate Certificate , 6 - 12 Months,TRUE
University of London,Graduate Diploma in Computer Science,None,None,None,Graduate Certificate , 6 - 12 Months,TRUE
IIT Guwahati,Post Graduate Certificate in UX Design and HCI,None,None,None,University Certificate , 6 - 12 Months,FALSE
University of Colorado Boulder,Power Electronics Graduate Certificate,None,None,None,Graduate Certificate , 6 - 12 Months,TRUE
IIT Guwahati,Post Graduate Certificate in Robotics and Mechatronics,None,None,None,University Certificate , 6 - 12 Months,FALSE
University of Colorado Boulder,Data Science Graduate Certificate,None,None,None,Graduate Certificate , 6 - 12 Months,TRUE
HEC Paris,Trust Based Leadership University Certificate,None,None,None,University Certificate , 6 - 12 Months,FALSE
University of Illinois ,Managerial Economics & Business Analysis Graduate Certificate,None,None,None,Graduate Certificate , 6 - 12 Months,TRUE
University of Colorado Boulder,Semiconductor Photonics Graduate Certificate,None,None,None,Graduate Certificate , 6 - 12 Months,TRUE
IIT Guwahati,Post Graduate Certificate in Natural Language Processing,None,None,None,University Certificate , 6 - 12 Months,FALSE
HEC Paris,Innovation Management and Entrepreneurship University Certificate,None,None,None,University Certificate , 6 - 12 Months,FALSE
University of Illinois,Graduate Certificate in Digital Marketing,None,None,None,Graduate Certificate , 6 - 12 Months,TRUE
University of Illinois,Financial Management Graduate Certificate,None,None,None,Graduate Certificate , 6 - 12 Months,TRUE
IIT Bombay,Digital Transformation Certificate,None,None,None,University Certificate , 6 - 12 Months,FALSE
IIT Roorkee,Post Graduate Certificate in 5G Technology and IoT,None,None,None,University Certificate , 6 - 12 Months,FALSE
University of London,Graduate Certificate in Computer Science,None,None,None,Graduate Certificate , 6 - 12 Months,TRUE
University of Illinois,Value Chain Management Graduate Certificate,None,None,None,Graduate Certificate , 6 - 12 Months,TRUE
University of Colorado Boulder,Industrial Internet of Things Graduate Certificate,None,None,None,Graduate Certificate , 6 - 12 Months,TRUE
University of Illinois,Global Challenges in Business Graduate Certificate,None,None,None,Graduate Certificate , 6 - 12 Months,TRUE
University of Illinois,Graduate Certificate in Strategic Leadership & Management,None,None,None,Graduate Certificate , 6 - 12 Months,TRUE
IIT Roorkee,Post Graduate Certificate in Machine Learning for Finance,None,None,None,University Certificate , 6 - 12 Months,FALSE
University of Illinois,Accounting Foundations Graduate Certificate,None,None,None,Graduate Certificate , 6 - 12 Months,TRUE
IIT Roorkee,Post Graduate Certificate in Advanced Machine Learning & AI,None,None,None,University Certificate , 6 - 12 Months,FALSE
IIT Guwahati,Post Graduate Certificate in Cloud Computing Applications,None,None,None,University Certificate , 6 - 12 Months,FALSE
IE Business School,Business Essentials University Certificate,None,None,None,University Certificate , 6 - 12 Months,FALSE
IIT Roorkee,Post Graduate Certificate in Strategic Supply Chain Management with AI,None,None,None,University Certificate , 6 - 12 Months,FALSE
IIT Bombay,Power Electronics and Motors for Electric Vehicles (EVs) Certificate,None,None,None,University Certificate , 6 - 12 Months,FALSE
University of Illinois,Entrepreneurship and Strategic Innovation Graduate Certificate,None,None,None,Graduate Certificate , 6 - 12 Months,TRUE
